2.010527640298632734e-01,1.956552779194288549e-01,2.023744195863233508e-01,2.010757874428553416e-01,2.030185004868549081e-01,9.026585043491849175e-03,4.990320676424119320e-03,5.950659865097140261e-03,5.274243884230081156e-03,6.485217329027553185e-03,2.923977418193691724e-01,2.904670824477628144e-01,2.858107298007169783e-01,2.923715487773232979e-01,2.942487961469866242e-01,2.921346831400662425e-01,2.926206920462275374e-01,2.920059248604562341e-01
1.982471733603423103e-01,1.947768319687950833e-01,1.961333878887070448e-01,1.968540294280613223e-01,1.975419293691020595e-01,8.027048392277375682e-03,5.832052884698855737e-03,6.239471565359307019e-03,5.698856385749257597e-03,6.237030031946108263e-03,2.931430342150532220e-01,2.937138313500735620e-01,2.943936203598864210e-01,2.934993276291966158e-01,2.942492178173308770e-01,2.934350869888377455e-01,2.937945055735559086e-01,2.935781157499744998e-01
1.987154252563969881e-01,1.952891097578361990e-01,2.001022153615086285e-01,1.987462439125479152e-01,2.032366095084677526e-01,5.223335199749987341e-03,5.077846936472385324e-03,4.402730393944128719e-03,4.597855031512058238e-03,5.343317577304373782e-03,2.929642761666969575e-01,2.944245039728011215e-01,2.943072140819290583e-01,2.923311511685679487e-01,2.939543689473198551e-01,2.922280747988617589e-01,2.929778448760361753e-01,2.916438294182814861e-01
1.972758322702769518e-01,1.945357186321041709e-01,1.963543266769073314e-01,1.987106403266930554e-01,1.999791340636410952e-01,7.226673047207319948e-03,8.203725888501137500e-03,5.700985945448548003e-03,6.628047033699672151e-03,7.862212333107626919e-03,2.933906845681712450e-01,2.944071639442572552e-01,2.927123009368928219e-01,2.937398955848913862e-01,2.943873467760310114e-01,2.939772276334587375e-01,2.931134451910936134e-01,2.930622713725719031e-01
2.063488647368987294e-01,2.055079297042434749e-01,2.071681721917275343e-01,2.099772299338792392e-01,2.079583649571722925e-01,7.883266489574110303e-03,5.476375722693890315e-03,1.094287137350903778e-02,7.329898367102453093e-03,7.207577543101203500e-03,2.913956387430479689e-01,2.912728192881981482e-01,2.922639313544783679e-01,2.912615620725824139e-01,2.913362820118174934e-01,2.909302347596076643e-01,2.904627333025597835e-01,2.905846418482997406e-01
2.030736966975236757e-01,2.019125452860392744e-01,2.059809229182779089e-01,2.052075084009331862e-01,2.053209947946789959e-01,6.388193504001944689e-03,6.109744756671354332e-03,6.722775817316874181e-03,5.919172222511589337e-03,7.296750481795927223e-03,2.921567241352244215e-01,2.920986672683427154e-01,2.926897200744685845e-01,2.914058495970109908e-01,2.924571989064008726e-01,2.912926741439902933e-01,2.913767055129466432e-01,2.912672332220631599e-01
1.995088245088245116e-01,2.013931205480027631e-01,2.037966072871051360e-01,2.040431783341849770e-01,2.052374630636803476e-01,9.478111381669184973e-03,7.514304672986440309e-03,1.008304197701269216e-02,1.103219351702345620e-02,9.783655724256471245e-03,2.928131805047975988e-01,2.934495352949885172e-01,2.932465666567063978e-01,2.934115101424502048e-01,2.926095150509049336e-01,2.915908174282310084e-01,2.914728179806120312e-01,2.910738018704291941e-01
1.966134355589266303e-01,1.974840954479010202e-01,1.979547190060471085e-01,1.979067751125056784e-01,2.004851120776179330e-01,6.264771277149851388e-03,5.988511771446429488e-03,6.315400541694879584e-03,6.953061248849766278e-03,5.886602166779519342e-03,2.935744999304408243e-01,2.934129537401410914e-01,2.938258005174498866e-01,2.934126082866179153e-01,2.933616870123215148e-01,2.931032600370966357e-01,2.932362533246153924e-01,2.925216018790068317e-01
2.115028442915729556e-01,2.061390309960878797e-01,2.109649894440534801e-01,2.095589842213383402e-01,2.100582643360932311e-01,4.734073606264215146e-03,6.911840026390263063e-03,5.944431242078580292e-03,8.193664058023854627e-03,6.971462272340573155e-03,2.892150232951173905e-01,2.911444310120922530e-01,2.926583118316093413e-01,2.897862514366256748e-01,2.910098265662233730e-01,2.895111412237849624e-01,2.902639112912380193e-01,2.900891913990324422e-01
2.003595392880286041e-01,1.952572952939499451e-01,1.966787699755882524e-01,1.977948305381933836e-01,1.954096822872058437e-01,1.138674757365835087e-02,9.064390831987777578e-03,6.292816357622793046e-03,6.819867462715072277e-03,7.643315298539854648e-03,2.928007869589717149e-01,2.925399971122461529e-01,2.944090933356031670e-01,2.938988101475589199e-01,2.940628864539769349e-01,2.938234373600152050e-01,2.937055686804210253e-01,2.940365757597016017e-01
1.991463819888676656e-01,1.966570959803117247e-01,1.976439790575916233e-01,1.998104285148844805e-01,1.974890312480688803e-01,4.933891413615292335e-03,5.213373743424136800e-03,6.911492786082608711e-03,7.926264605795440427e-03,7.347944011840894067e-03,2.926752055516816386e-01,2.935443777355379869e-01,2.939258187505113251e-01,2.930760998983493182e-01,2.934257339584606106e-01,2.931292934175959153e-01,2.925739003419496331e-01,2.930435838160869166e-01
